carat,cut,color,clarity,depth,table,x,y,z
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56
0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73
0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78
0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18
1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88
0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81
0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08
1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59
2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02
0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58
0.71,Premium,D,VVS1,59.2,59.0,5.88,5.84,3.47
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8
0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77
0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2
0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02
0.34,Premium,H,VS1,61.4,59.0,4.53,4.5,2.77
0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78
0.5,Very Good,D,SI1,61.0,61.0,5.08,5.11,3.11
1.1,Ideal,F,VS2,61.4,56.0,6.68,6.64,4.09
0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56
0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18
0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92
1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01
0.72,Ideal,F,SI2,62.4,55.0,5.72,5.76,3.58
1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49
0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17
1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05
0.72,Ideal,D,VS2,62.6,58.0,5.7,5.73,3.58
1.04,Good,G,VS1,63.8,57.0,6.43,6.4,4.09
0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84
0.5,Ideal,J,VS2,61.6,56.0,5.08,5.14,3.15
0.4,Very Good,J,IF,62.7,60.0,4.64,4.7,2.93
0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82
0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59
1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02
0.97,Ideal,H,VS2,62.9,56.0,6.35,6.31,3.98
0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91
0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89
1.5,Premium,F,VS1,62.2,60.0,7.3,7.27,4.53
0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94
1.0,Good,G,VVS2,61.6,60.0,6.34,6.38,3.92
0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65
1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21
0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69
0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68
0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83
0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05
0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63
0.9,Very Good,I,SI2,60.4,58.0,6.25,6.31,3.79
1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5
1.16,Ideal,F,VVS2,60.5,58.0,6.77,6.85,4.12
0.7,Very Good,D,VS2,61.8,55.0,5.68,5.72,3.52
0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85
1.01,Ideal,H,SI1,60.4,58.0,6.47,6.5,3.92
0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73
2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06
1.39,Very Good,H,VS2,59.5,61.0,7.27,7.33,4.34
0.31,Ideal,G,IF,61.9,53.0,4.36,4.39,2.71
0.9,Ideal,G,SI1,60.8,58.0,6.2,6.29,3.8
1.0,Very Good,G,VS2,63.3,58.0,6.39,6.27,4.01
0.51,Ideal,F,VS2,62.8,57.0,5.1,5.06,3.19
0.59,Very Good,H,SI1,61.8,56.0,5.39,5.43,3.35
0.34,Very Good,G,SI1,63.4,57.0,4.4,4.45,2.81
0.76,Premium,H,VS2,58.7,61.0,5.99,5.96,3.51
0.31,Premium,F,IF,61.6,58.0,4.37,4.33,2.68
1.51,Very Good,F,VS1,61.7,59.0,7.29,7.33,4.51
0.3,Ideal,F,VVS1,61.5,56.0,4.32,4.36,2.67
1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97
0.61,Ideal,H,SI1,61.9,54.0,5.44,5.48,3.38
1.28,Very Good,F,SI2,62.5,55.0,6.91,7.0,4.35
0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51
0.36,Ideal,F,SI1,60.1,56.0,4.62,4.67,2.79
1.02,Very Good,E,VVS1,62.2,57.0,6.4,6.59,4.04
1.08,Ideal,G,VS2,60.3,59.0,6.62,6.64,4.0
0.58,Ideal,E,VS1,62.6,56.0,5.33,5.27,3.32
0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67
0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19
0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77
1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96
0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97
1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58
1.41,Ideal,J,VS1,61.6,56.0,7.19,7.22,4.44
0.34,Ideal,H,VS2,62.6,54.0,4.45,4.5,2.8
0.3,Good,I,IF,63.3,56.0,4.21,4.26,2.68
1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44
0.7,Very Good,D,SI2,63.1,58.0,5.63,5.57,3.53
0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68
1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09
0.25,Ideal,G,VS1,62.0,54.0,4.06,4.07,2.52
0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5
0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94
1.53,Premium,I,VS1,61.2,59.0,7.41,7.39,4.53
0.51,Good,J,VS2,63.1,56.0,5.1,5.13,3.23
0.31,Premium,H,IF,60.8,59.0,4.39,4.36,2.66
0.52,Ideal,I,SI1,61.8,56.0,5.15,5.18,3.19
0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49
1.67,Ideal,H,VS1,61.8,55.9,7.57,7.6,4.69
0.38,Very Good,E,VVS1,60.0,59.0,4.66,4.68,2.8
0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67
0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27
1.52,Premium,I,SI1,58.1,62.0,7.61,7.56,4.41
1.11,Good,H,SI1,64.2,58.0,6.47,6.53,4.17
1.03,Premium,F,SI1,58.6,62.0,6.65,6.6,3.88
0.71,Very Good,G,SI1,62.3,57.0,5.7,5.76,3.57
1.21,Good,E,I1,63.3,63.0,6.67,6.72,4.24
0.57,Very Good,E,SI2,59.7,57.0,5.4,5.48,3.25
0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02
0.32,Ideal,E,VS2,62.7,55.0,4.38,4.36,2.74
0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81
1.51,Premium,G,VS1,62.2,58.0,7.29,7.35,4.55
0.34,Premium,G,SI1,60.8,59.0,4.56,4.46,2.74
0.5,Good,H,VVS1,63.3,57.0,5.02,5.06,3.19
2.0,Fair,H,I1,69.8,54.0,7.6,7.56,5.29
1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,4.52
1.0,Premium,G,IF,61.4,59.0,6.47,6.39,3.95
1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48
0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74
0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64
1.11,Very Good,E,SI2,61.7,63.0,6.65,6.54,4.07
0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79
0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43
0.3,Very Good,H,VS1,63.3,56.0,4.3,4.26,2.71
0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06
0.9,Fair,F,SI2,65.7,63.0,6.01,5.96,3.93
0.7,Premium,D,SI2,60.6,58.0,5.75,5.7,3.47
0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73
1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93
0.42,Ideal,G,VVS1,62.0,56.0,4.81,4.84,2.99
0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81
1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18
0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23
0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76
0.31,Ideal,E,VVS1,61.7,56.0,4.33,4.36,2.68
0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68
0.52,Premium,G,VS2,61.7,58.0,5.16,5.14,3.18
1.04,Very Good,I,VS2,61.9,58.0,6.47,6.55,4.03
0.5,Very Good,E,VS1,62.7,56.0,5.09,5.12,3.2
1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34
1.0,Very Good,E,SI1,59.6,60.0,6.43,6.48,3.85
0.32,Very Good,G,VS2,62.6,58.0,4.37,4.39,2.74
0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53
0.3,Ideal,F,VVS1,61.9,54.0,4.35,4.37,2.7
0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67
0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22
1.01,Very Good,F,VS2,63.5,58.0,6.35,6.32,4.02
0.71,Ideal,H,VS1,61.7,55.0,5.73,5.75,3.54
1.03,Ideal,D,SI1,62.4,57.0,6.47,6.44,4.03
0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7
0.76,Premium,E,SI2,60.8,57.0,5.89,5.85,3.57
1.03,Premium,J,VS1,61.8,58.0,6.51,6.41,3.99
0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21
0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04
1.04,Ideal,H,SI2,62.0,57.0,6.53,6.43,4.02
