,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,687.1088339888876
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,8536.834004119786
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1165.1003489340246
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,10613.070312214573
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,8962.023983065814
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,657.0047617168422
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1862.6937005542654
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,967.7811927105497
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8687.999103468646
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,6599.751719353195
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,621.8281998589466
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3258.8715277735014
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,562.7363732005804
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1772.7453345172714
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,18316.468697989956
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,10001.168969988516
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,744.8026646960938
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4938.3955385994195
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,926.6497501885527
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,618.9507058576515
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,299.4093452481204
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2548.9697787769787
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2034.2332448857087
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3050.722979651309
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9341.504268297727
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5284.400772721867
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1169.0373438797649
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8197.887891119219
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3267.3874178809115
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,597.1321720868746
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,865.4400764818386
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2189.6381811735823
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13770.42004392748
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8690.253047992064
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6383.8183331737255
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,15797.567829819734
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,863.9612199106222
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1738.4125125962878
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5224.4164994801395
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,854.5755458113164
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1037.923427413346
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,599.8676971486075
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3939.675610689421
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9136.042433470644
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,926.1694663449275
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1430.7496519210604
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2968.6379876073784
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1736.636678248723
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1934.0535694244331
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2249.3165288869145
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4638.57604687904
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,635.6144034736152
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3780.707566262442
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,8053.002672574928
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2363.62486528029
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5593.9177717682
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1509.3912416597177
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,722.543994262331
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,902.0469341548289
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,936.2377742283197
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,845.7698053626979
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1873.802897985922
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8573.71186720092
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1413.6663479419833
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1894.1147202375346
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,615.8174293878454
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,742.5007423258512
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,884.3217651508617
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2769.953163048287
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,3720.673808858899
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,672.1868793217378
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2624.8018437393025
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1467.358398452047
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1124.8931046993046
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1082.7783701175956
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,8850.32238898566
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,751.2893742646716
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,3870.373984486909
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7825.415745832757
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3441.201148133553
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1247.873998136695
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1072.7902967349673
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,989.8528420493044
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2335.256224339727
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5360.824438541534
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1505.7868504520202
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3563.7820605612796
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3855.2420626260578
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1675.4133681133276
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5487.921541663536
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1371.182537474955
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,634.8050274612239
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1639.9722668528411
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2112.956448696345
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3359.380084450972
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2606.1986479126876
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,579.8175404827065
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1616.661760728325
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1369.6827989676378
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1374.7649134151982
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8255.612612288174
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,764.8414295039948
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2940.1213878770172
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4940.750490522353
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5304.226269925113
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,11589.558452379608
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,551.2315229025502
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,800.5793433873739
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4705.002665564065
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3085.478622816405
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,2469.622167909553
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1742.2982314508226
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5657.21867775309
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1294.3713610549612
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3289.5874055847307
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13419.4196377106
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4263.18920340577
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3055.833768392247
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,609.027076927202
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1075.7656043895115
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,595.0524595464807
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4009.504742947547
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3353.6924175922704
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1621.9350777490238
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1888.1824082785379
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6228.741510767041
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2275.7293630645904
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,18441.74643951903
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,713.6218187267262
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,594.0220835472147
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,740.851740238005
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,707.5508812964806
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1565.2029088960887
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,725.7460779215668
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2240.2431336248956
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,10242.631595467014
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,884.1625877344255
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,18568.930106614724
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1176.419198489001
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1308.167000214911
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2613.6057416771546
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4915.4048273560375
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1826.2759374402872
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,691.3060543743507
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1363.691958239513
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3424.6209802963167
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,999.4844767204494
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,557.4014859162158
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14326.616043197851
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2192.9097002401336
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6169.808133547833
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,10947.269602326489
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1357.2279399482636
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,998.9981101203236
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2383.0470775129843
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1308.6764623726797
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1466.8166895603845
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7176.722692711356
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8343.434274548594
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,794.6789553402118
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,8606.729450496805
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2576.829558701853
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,440.3112514675178
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1621.938620660614
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1611.6547369141667
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4197.532801765325
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7060.479395632756
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1126.188733412101
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5373.9646023830655
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,920.9338018093707
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,980.4354346211763
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10226.492016121601
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1057.7909354045773
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3396.654442697453
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4027.5162498019895
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,4815.963662419801
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7534.457755525534
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10975.028125365881
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2275.9345694811113
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,3929.234661017388
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15285.186248837847
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1701.2706048192567
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,729.4205186272394
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5910.695387627719
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1182.738851133871
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,473.2721448415134
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,439.41387910802047
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1274.7987085850962
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,3421.1414061497976
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3503.643682547262
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5439.110305292688
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,464.6919892728535
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9195.664569046054
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,669.1871912140283
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2434.971984284819
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1073.603219021121
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,879.6422879593415
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,15727.716130544608
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,725.7297278373826
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3309.085222413881
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,581.6252762846066
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2224.439225230719
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,740.8713830174962
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5736.374863349307
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4522.40423173449
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,2844.5616799786617
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2690.79663037429
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3580.6725450327194
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,653.659008069748
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,22303.544031551643
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2667.357909938767
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4291.866229899706
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5189.677374042077
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4223.391986222015
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2829.886356697112
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1183.8543805696838
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,858.1112358096437
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4020.3512798033034
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,691.4592934652028
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3458.8993546203824
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,636.8464856455972
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6449.7368758899665
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6059.55023081136
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,624.9844226815987
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,416.45502628398
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2162.836812727853
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,3869.1217506648063
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,614.6831370536381
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,9533.787070614591
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2912.5062690934406
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6593.864319412403
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1137.3403555887455
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4941.807373311043
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3516.003217372381
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15053.411139577871
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,655.9096780484106
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,557.6151863937554
548,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3046.146004977454
549,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3313.596490400226
550,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,3566.782857374922
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,4502.622808930569
552,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10896.716666466597
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1182.455294427292
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1667.8393189599753
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,721.7313176210699
556,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,2965.804151190834
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,882.4144280818176
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,613.8354794826186
559,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,718.9209586809482
560,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3063.820955770557
561,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4047.4502756939005
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3459.2982411573407
563,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1241.9108844722339
564,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2309.5384680035177
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,2974.6347983967544
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6591.6427945759615
567,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,699.6491507272505
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2795.3910729038425
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1687.5847175528886
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,3891.3281999424194
571,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,12270.84227409529
572,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,741.828241471105
573,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2166.6322419052412
574,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,582.1814195518546
575,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1827.112728779261
576,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,4051.893383132883
577,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,674.2455621380875
578,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,688.608418253557
579,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5242.433564711458
580,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5757.50271503026
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,616.2531599549116
582,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2519.5949146763
583,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,708.9236225724375
584,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3399.1819038220206
585,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,770.5808604430478
586,1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,8970.719925347174
587,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2889.216721269426
588,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,2996.592050068896
589,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2574.178407876966
590,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,3761.2041596582635
591,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2287.755957461759
592,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,484.3202703999082
593,1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4191.851601218133
594,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5748.233949350851
595,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4291.673315738224
596,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,1001.5539640710252
597,0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,1933.7453516705082
598,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3258.693592547639
599,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,718.2334093870273
600,0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3324.3325964902665
601,1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,3751.4602130906733
602,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7502.133219063082
603,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6484.228278838049
604,0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1727.9420644127879
605,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2753.733866163018
606,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1306.8412405991664
607,1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5389.999917586285
608,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,983.7499338812329
609,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,430.39117214053306
610,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,672.4082894050412
611,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3284.5018746533424
612,1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,5662.013353637904
613,1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7160.957699607156
614,2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,16688.496686484425
615,1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4165.146612782083
616,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,884.018702853084
617,0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,532.4053014920293
618,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3309.1179800038344
619,1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6704.538465459404
620,1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4449.993499198688
621,1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4376.201268445975
